"Date","Player_1","Player_2","Winner","Rank_1","Rank_2","Odd_1","Odd_2","Court","Five_Set","Match_Importance","Opponent","Odd_Ruud","Odd_Opp","Rank_Ruud","Rank_Opp","Win","Odd_Pred","Grass","Clay","Indoor","Hard","Odd_Acc","Opp_Court_Perc","Opp_Set_Perc","H2H_Ruud","Pre_Ruud","Pre5_Ruud","Pre_Opp","Pre5_Opp","Log_Rank_Ruud","Log_Rank_Opp"
"2016-09-28","Troicki V.","Ruud C.","Troicki V.",32,258,1.16,5,"Hard Outdoor",0,45,"Troicki V.",5,1.16,258,32,0,0,0,0,0,1,1,52.6011560693642,52.0249221183801,50,0,0,0,0.6,5.55295958492162,3.46573590279973
"2017-01-03","Ruud C.","Olivo R.","Olivo R.",225,83,1.9,1.8,"Hard Outdoor",0,45,"Olivo R.",1.9,1.8,225,83,0,0,0,0,0,1,1,33.3333333333333,50,50,0,0,0,0.6,5.41610040220442,4.4188406077966
"2017-02-20","Dutra Silva R.","Ruud C.","Ruud C.",439,208,1.36,3,"Clay",0,90,"Dutra Silva R.",3,1.36,208,439,1,0,0,1,0,0,0,14.2857142857143,18.1818181818182,50,0,0,0,0.2,5.33753807970132,6.08449941307517
"2017-02-23","Ruud C.","Carballes Baena R.","Ruud C.",208,132,2.5,1.5,"Clay",0,90,"Carballes Baena R.",2.5,1.5,208,132,1,0,0,1,0,0,0,44,44,50,1,0,1,0.6,5.33753807970132,4.88280192258637
"2017-02-24","Ruud C.","Monteiro T.","Ruud C.",208,85,2.75,1.4,"Clay",0,180,"Monteiro T.",2.75,1.4,208,85,1,0,0,1,0,0,0,58.3333333333333,43.75,50,1,0,1,0.6,5.33753807970132,4.44265125649032
"2017-02-25","Carreno Busta P.","Ruud C.","Carreno Busta P.",24,208,1.28,3.75,"Clay",0,300,"Carreno Busta P.",3.75,1.28,208,24,0,0,0,1,0,0,1,66.6666666666667,66.6666666666667,50,1,0.6,1,0.8,5.33753807970132,3.17805383034795
"2017-03-23","Ruud C.","Lu Y.H.","Lu Y.H.",128,64,2.75,1.4,"Hard Outdoor",0,90,"Lu Y.H.",2.75,1.4,128,64,0,0,0,0,0,1,1,43.4343434343434,43.0278884462151,50,0,0.6,0,0.2,4.85203026391962,4.15888308335967
"2017-04-18","Struff J.L.","Ruud C.","Struff J.L.",58,127,1.28,3.5,"Clay",0,90,"Struff J.L.",3.5,1.28,127,58,0,0,0,1,0,0,1,31.4285714285714,39.0804597701149,50,0,0.6,0,0.6,4.84418708645859,4.06044301054642
"2017-04-24","Ruud C.","Albot R.","Ruud C.",126,81,1.4,2.75,"Clay",0,90,"Albot R.",1.4,2.75,126,81,1,1,0,1,0,0,1,30,23.0769230769231,50,0,0.4,0,0.2,4.83628190695148,4.39444915467244
"2017-04-26","Ruud C.","Ramos-Vinolas A.","Ramos-Vinolas A.",126,19,3.4,1.3,"Clay",0,90,"Ramos-Vinolas A.",3.4,1.3,126,19,0,0,0,1,0,0,1,51.9480519480519,47.0588235294118,50,1,0.4,0,0.8,4.83628190695148,2.94443897916644
"2017-05-02","Kohlschreiber P.","Ruud C.","Kohlschreiber P.",39,118,1.22,4,"Clay",0,45,"Kohlschreiber P.",4,1.22,118,39,0,0,0,1,0,0,1,57.6744186046512,56.640625,50,0,0.2,0,0.6,4.77068462446567,3.66356164612965
"2018-01-09","Haase R.","Ruud C.","Haase R.",43,137,1.36,3,"Hard Outdoor",0,45,"Haase R.",3,1.36,137,43,0,0,0,0,0,1,1,40.7079646017699,46.8646864686469,50,0,0.2,0,0.6,4.91998092582813,3.76120011569356
"2018-01-15","Ruud C.","Halys Q.","Ruud C.",138,134,1.8,2,"Hard Outdoor",1,90,"Halys Q.",1.8,2,138,134,1,1,0,0,0,1,1,50,28.5714285714286,50,0,0.2,1,0.4,4.92725368515721,4.89783979995091
"2018-01-17","Schwartzman D.","Ruud C.","Schwartzman D.",26,138,1.25,4,"Hard Outdoor",1,90,"Schwartzman D.",4,1.25,138,26,0,0,0,0,0,1,1,51.0204081632653,45.8333333333333,50,1,0.4,1,0.4,4.92725368515721,3.25809653802148
"2018-02-05","Ruud C.","Berlocq C.","Ruud C.",122,119,1.57,2.25,"Clay",0,45,"Berlocq C.",1.57,2.25,122,119,1,1,0,1,0,0,1,47.7272727272727,44.7826086956522,50,0,0.2,0,0.4,4.80402104473326,4.77912349311153
"2018-02-08","Ruud C.","Monfils G.","Monfils G.",122,43,3,1.36,"Clay",0,45,"Monfils G.",3,1.36,122,43,0,0,0,1,0,0,1,63.4146341463415,63.3771929824561,50,1,0.4,0,0.8,4.80402104473326,3.76120011569356
"2018-05-01","Ruud C.","Copil M.","Ruud C.",193,86,1.8,1.9,"Clay",0,45,"Copil M.",1.8,1.9,193,86,1,1,0,1,0,0,1,29.1666666666667,40.8450704225352,50,0,0.4,0,0.2,5.26269018890489,4.45434729625351
"2018-05-03","Ruud C.","Bautista Agut R.","Bautista Agut R.",193,14,4.33,1.2,"Clay",0,45,"Bautista Agut R.",4.33,1.2,193,14,0,0,0,1,0,0,1,62.1621621621622,65.0485436893204,50,1,0.6,0,0.6,5.26269018890489,2.63905732961526
"2018-05-28","Ruud C.","Thompson J.","Ruud C.",157,91,1.33,3.4,"Clay",1,90,"Thompson J.",1.33,3.4,157,91,1,1,0,1,0,0,1,37.5,21.4285714285714,50,0,0.4,0,0,5.05624580534831,4.51085950651685
"2018-05-31","Ramos-Vinolas A.","Ruud C.","Ramos-Vinolas A.",36,157,1.44,2.75,"Clay",1,90,"Ramos-Vinolas A.",2.75,1.44,157,36,0,0,0,1,0,0,1,51.3513513513513,54.8387096774194,0,1,0.6,1,0.6,5.05624580534831,3.58351893845611
"2018-07-16","Munar J.","Ruud C.","Ruud C.",90,147,1.8,1.9,"Clay",0,45,"Munar J.",1.9,1.8,147,90,1,0,0,1,0,0,0,28.5714285714286,20,50,0,0.4,0,0.4,4.99043258677874,4.49980967033027
"2018-07-19","Ruud C.","Ferrer D.","Ruud C.",147,39,2.37,1.53,"Clay",0,45,"Ferrer D.",2.37,1.53,147,39,1,0,0,1,0,0,0,69.9052132701422,65.530303030303,50,1,0.6,1,0.4,4.99043258677874,3.66356164612965
"2018-07-20","Gasquet R.","Ruud C.","Gasquet R.",29,147,1.5,2.62,"Clay",0,90,"Gasquet R.",2.62,1.5,147,29,0,0,0,1,0,0,1,64.1414141414141,63.588850174216,50,1,0.6,1,0.6,4.99043258677874,3.36729582998647
"2018-07-23","Schwartzman D.","Ruud C.","Schwartzman D.",12,141,1.28,3.5,"Clay",0,90,"Schwartzman D.",3.5,1.28,141,12,0,0,0,1,0,0,1,51.7241379310345,50,0,0,0.6,0,0.2,4.94875989037817,2.484906649788
"2018-08-27","Ruud C.","Pella G.","Pella G.",143,66,2.1,1.72,"Hard Outdoor",1,90,"Pella G.",2.1,1.72,143,66,0,0,0,0,0,1,1,40,34.7826086956522,50,0,0.4,0,0.6,4.96284463025991,4.18965474202643
"2019-02-19","Berlocq C.","Ruud C.","Ruud C.",140,135,2.61,1.52,"Clay",0,90,"Berlocq C.",1.52,2.61,135,140,1,1,0,1,0,0,1,46.6666666666667,44.017094017094,100,0,0.4,0,0,4.90527477843843,4.9416424226093
"2019-02-21","Sousa J.","Ruud C.","Ruud C.",40,135,1.57,2.25,"Clay",0,90,"Sousa J.",2.25,1.57,135,40,1,0,0,1,0,0,0,47.8632478632479,45.2205882352941,50,1,0.4,1,0.6,4.90527477843843,3.68887945411394
"2019-02-22","Djere L.","Ruud C.","Djere L.",90,135,1.72,2.1,"Clay",0,180,"Djere L.",2.1,1.72,135,90,0,0,0,1,0,0,1,61.5384615384615,50,50,1,0.4,1,0.4,4.90527477843843,4.49980967033027
"2019-03-21","Auger-Aliassime F.","Ruud C.","Auger-Aliassime F.",57,98,1.44,2.62,"Hard Outdoor",0,90,"Auger-Aliassime F.",2.62,1.44,98,57,0,0,0,0,0,1,1,54.5454545454545,48,50,0,0.4,0,0.6,4.58496747867057,4.04305126783455
"2019-04-08","Dellien H.","Ruud C.","Ruud C.",76,95,3,1.36,"Clay",0,45,"Dellien H.",1.36,3,95,76,1,1,0,1,0,0,1,50,50,50,0,0.4,0,0.4,4.55387689160054,4.33073334028633
"2019-04-11","Opelka R.","Ruud C.","Ruud C.",56,95,1.83,1.83,"Clay",0,45,"Opelka R.",1.83,1.83,95,56,1,1,0,1,0,0,1,0,45.4545454545455,50,1,0.6,0,0.4,4.55387689160054,4.02535169073515
"2019-04-12","Ruud C.","Granollers M.","Ruud C.",95,112,1.57,2.37,"Clay",0,90,"Granollers M.",1.57,2.37,95,112,1,1,0,1,0,0,1,47.9166666666667,45.0151057401813,50,1,0.6,1,0.4,4.55387689160054,4.71849887129509
"2019-04-13","Galan D.E.","Ruud C.","Ruud C.",241,95,3.75,1.28,"Clay",0,150,"Galan D.E.",1.28,3.75,95,241,1,1,0,1,0,0,1,75,60,50,1,0.6,1,0.6,4.55387689160054,5.48479693349065
"2019-04-14","Garin C.","Ruud C.","Garin C.",73,95,1.66,2.2,"Clay",0,250,"Garin C.",2.2,1.66,95,73,0,0,0,1,0,0,1,53.8461538461538,53.8461538461538,50,1,0.8,1,0.8,4.55387689160054,4.29045944114839
"2019-05-13","Evans D.","Ruud C.","Ruud C.",83,76,3,1.36,"Clay",0,90,"Evans D.",1.36,3,76,83,1,1,0,1,0,0,1,28.5714285714286,47.0588235294118,50,0,0.8,0,0.4,4.33073334028633,4.4188406077966
"2019-05-16","Ruud C.","Del Potro J.M.","Del Potro J.M.",76,9,3.2,1.36,"Clay",0,180,"Del Potro J.M.",3.2,1.36,76,9,0,0,0,1,0,0,1,72.5274725274725,72.3039215686274,50,1,0.8,0,0.6,4.33073334028633,2.19722457733622
"2019-05-26","Gulbis E.","Ruud C.","Ruud C.",79,63,3.75,1.28,"Clay",1,90,"Gulbis E.",1.28,3.75,63,79,1,1,0,1,0,0,1,50.4,48,50,0,0.6,0,0.2,4.14313472639153,4.36944785246702
"2019-05-29","Berrettini M.","Ruud C.","Ruud C.",31,63,1.53,2.5,"Clay",1,90,"Berrettini M.",2.5,1.53,63,31,1,0,0,1,0,0,0,68.5714285714286,44.4444444444444,50,1,0.6,1,0.6,4.14313472639153,3.43398720448515
"2019-05-31","Federer R.","Ruud C.","Federer R.",3,63,1.11,6.5,"Clay",1,180,"Federer R.",6.5,1.11,63,3,0,0,0,1,0,0,1,78.8235294117647,86.2155388471178,50,1,0.6,1,0.8,4.14313472639153,1.09861228866811
"2019-07-02","Ruud C.","Isner J.","Isner J.",62,12,3.75,1.28,"Grass",1,90,"Isner J.",3.75,1.28,62,12,0,0,1,0,0,0,1,65,63.716814159292,50,0,0.6,0,0.8,4.12713438504509,2.484906649788
"2019-07-16","Ruud C.","Dzumhur D.","Dzumhur D.",65,95,1.4,2.75,"Clay",0,45,"Dzumhur D.",1.4,2.75,65,95,0,1,0,1,0,0,0,40.4255319148936,52.0547945205479,50,0,0.4,0,0.4,4.17438726989564,4.55387689160054
"2019-07-23","Ruud C.","Haase R.","Ruud C.",69,86,1.44,2.62,"Clay",0,90,"Haase R.",1.44,2.62,69,86,1,1,0,1,0,0,1,49.3243243243243,46.3013698630137,0,0,0.4,0,0.2,4.23410650459726,4.45434729625351
"2019-07-24","Ruud C.","Rublev A.","Rublev A.",69,78,1.72,2,"Clay",0,90,"Rublev A.",1.72,2,69,78,0,1,0,1,0,0,0,46.1538461538462,44.6808510638298,50,1,0.4,1,0.6,4.23410650459726,4.35670882668959
"2019-07-30","Carreno Busta P.","Ruud C.","Ruud C.",47,65,1.66,2.1,"Clay",0,45,"Carreno Busta P.",2.1,1.66,65,47,1,0,0,1,0,0,0,62.0253164556962,56.9343065693431,0,0,0.2,0,0.6,4.17438726989564,3.85014760171006
"2019-07-31","Bachinger M.","Ruud C.","Ruud C.",125,65,3.75,1.25,"Clay",0,45,"Bachinger M.",1.25,3.75,65,125,1,1,0,1,0,0,1,40,40.5797101449275,50,1,0.4,1,0.6,4.17438726989564,4.8283137373023
"2019-08-01","Cuevas P.","Ruud C.","Ruud C.",53,65,1.72,2.1,"Clay",0,90,"Cuevas P.",2.1,1.72,65,53,1,0,0,1,0,0,0,56.0386473429952,51.9163763066202,50,1,0.6,1,0.4,4.17438726989564,3.97029191355212
"2019-08-02","Ramos-Vinolas A.","Ruud C.","Ramos-Vinolas A.",69,65,1.61,2.3,"Clay",0,150,"Ramos-Vinolas A.",2.3,1.61,65,69,0,0,0,1,0,0,1,53.4722222222222,46.7592592592593,0,1,0.8,1,1,4.17438726989564,4.23410650459726
"2019-08-12","Pella G.","Ruud C.","Pella G.",22,54,1.53,2.37,"Hard Outdoor",0,90,"Pella G.",2.37,1.53,54,22,0,0,0,0,0,1,1,42.6229508196721,48.2269503546099,0,0,0.6,0,0.6,3.98898404656427,3.09104245335832
"2019-08-21","Ruud C.","Johnson S.","Johnson S.",54,82,2.75,1.44,"Hard Outdoor",0,45,"Johnson S.",2.75,1.44,54,82,0,0,0,0,0,1,1,49.0909090909091,50.5928853754941,50,0,0.6,1,0.4,3.98898404656427,4.40671924726425
"2019-08-27","Struff J.L.","Ruud C.","Struff J.L.",37,54,1.36,3.2,"Hard Outdoor",1,90,"Struff J.L.",3.2,1.36,54,37,0,0,0,0,0,1,1,42.8571428571429,36.8421052631579,0,0,0.4,0,0.6,3.98898404656427,3.61091791264422
"2019-09-18","Bublik A.","Ruud C.","Ruud C.",70,60,1.66,2.1,"Hard Indoor",0,45,"Bublik A.",2.1,1.66,60,70,1,0,0,0,1,0,0,50,47.8260869565217,50,0,0.2,0,0.6,4.0943445622221,4.24849524204936
"2019-09-19","Ruud C.","Caruso S.","Ruud C.",60,114,1.4,2.75,"Hard Indoor",0,45,"Caruso S.",1.4,2.75,60,114,1,1,0,0,1,0,1,50,45.4545454545455,50,1,0.2,1,0.8,4.0943445622221,4.7361984483945
"2019-09-20","Ruud C.","Coric B.","Coric B.",60,15,2.3,1.61,"Hard Indoor",0,90,"Coric B.",2.3,1.61,60,15,0,0,0,0,1,0,1,41.3793103448276,54.3589743589744,50,1,0.4,1,0.4,4.0943445622221,2.70805020110221
"2019-10-15","Ruud C.","Krajinovic F.","Krajinovic F.",59,60,2.75,1.4,"Hard Indoor",0,45,"Krajinovic F.",2.75,1.4,59,60,0,0,0,0,1,0,1,51.5151515151515,50,50,0,0.4,0,0.4,4.07753744390572,4.0943445622221
"2019-10-28","Mannarino A.","Ruud C.","Mannarino A.",43,63,1.44,2.62,"Hard Indoor",0,90,"Mannarino A.",2.62,1.44,63,43,0,0,0,0,1,0,1,42.1686746987952,46.8085106382979,50,0,0.4,0,0.6,4.14313472639153,3.76120011569356
"2020-01-13","Ruud C.","Humbert U.","Humbert U.",46,57,1.83,1.83,"Hard Outdoor",0,45,"Humbert U.",1.83,1.83,46,57,0,1,0,0,0,1,0,25,40.625,50,0,0.4,0,0.6,3.8286413964891,4.04305126783455
"2020-01-21","Ruud C.","Gerasimov E.","Gerasimov E.",48,98,1.4,3,"Hard Outdoor",1,90,"Gerasimov E.",1.4,3,48,98,0,1,0,0,0,1,0,54.5454545454545,50,50,0,0.2,0,0.6,3.87120101090789,4.58496747867057
"2020-02-10","Ruud C.","Andujar P.","Ruud C.",45,58,1.61,2.2,"Clay",0,45,"Andujar P.",1.61,2.2,45,58,1,1,0,1,0,0,1,51.6129032258064,41.4814814814815,50,0,0,0,0.2,3.80666248977032,4.06044301054642
"2020-02-12","Carballes Baena R.","Ruud C.","Ruud C.",88,45,3.4,1.3,"Clay",0,45,"Carballes Baena R.",1.3,3.4,45,88,1,1,0,1,0,0,1,51.4705882352941,50.6024096385542,100,1,0.2,1,0.4,3.80666248977032,4.47733681447821
"2020-02-14","Lajovic D.","Ruud C.","Ruud C.",23,45,2.62,1.5,"Clay",0,90,"Lajovic D.",1.5,2.62,45,23,1,1,0,1,0,0,1,50.4587155963303,43.455497382199,50,1,0.4,1,0.6,3.80666248977032,3.13549421592915
"2020-02-15","Londero J.I.","Ruud C.","Ruud C.",69,45,2.37,1.57,"Clay",0,150,"Londero J.I.",1.57,2.37,45,69,1,1,0,1,0,0,1,62.8571428571429,51.1627906976744,50,1,0.6,1,0.8,3.80666248977032,4.23410650459726
"2020-02-16","Ruud C.","Sousa P.","Ruud C.",45,145,1.14,5.5,"Clay",0,250,"Sousa P.",1.14,5.5,45,145,1,1,0,1,0,0,1,29.4117647058824,27.7777777777778,50,1,0.8,1,0.6,3.80666248977032,4.97673374242057
"2020-02-18","Ruud C.","Mager G.","Mager G.",34,128,1.25,3.75,"Clay",0,90,"Mager G.",1.25,3.75,34,128,0,1,0,1,0,0,0,50,50,50,1,1,0,0.4,3.52636052461616,4.85203026391962
"2020-08-23","Ruud C.","Schwartzman D.","Schwartzman D.",36,13,2.62,1.44,"Hard Outdoor",0,90,"Schwartzman D.",2.62,1.44,36,13,0,0,0,0,0,1,1,55.1020408163265,53.4313725490196,0,0,0.8,1,0.8,3.58351893845611,2.56494935746154
"2020-09-01","Mcdonald M.","Ruud C.","Ruud C.",243,37,2.37,1.57,"Hard Outdoor",1,90,"Mcdonald M.",1.57,2.37,37,243,1,1,0,0,0,1,1,33.3333333333333,41.6666666666667,50,0,0.6,0,0.2,3.61091791264422,5.49306144334055
"2020-09-05","Ruud C.","Berrettini M.","Berrettini M.",37,8,5.5,1.14,"Hard Outdoor",1,180,"Berrettini M.",5.5,1.14,37,8,0,0,0,0,0,1,1,50,62.5,100,1,0.6,1,0.6,3.61091791264422,2.07944154167984
"2020-09-14","Ruud C.","Khachanov K.","Ruud C.",34,16,1.9,1.9,"Clay",0,90,"Khachanov K.",1.9,1.9,34,16,1,1,0,1,0,0,1,56.6037735849057,52.6946107784431,50,0,0.4,0,0.6,3.52636052461616,2.77258872223978
"2020-09-17","Sonego L.","Ruud C.","Ruud C.",47,34,3,1.36,"Clay",0,90,"Sonego L.",1.36,3,34,47,1,1,0,1,0,0,1,47.0588235294118,45.2830188679245,50,1,0.4,1,0.4,3.52636052461616,3.85014760171006
"2020-09-18","Cilic M.","Ruud C.","Ruud C.",40,34,2.1,1.66,"Clay",0,180,"Cilic M.",1.66,2.1,34,40,1,1,0,1,0,0,1,60.1156069364162,61.4661654135338,50,1,0.6,1,0.8,3.52636052461616,3.68887945411394
"2020-09-19","Ruud C.","Berrettini M.","Ruud C.",34,8,2.37,1.57,"Clay",0,360,"Berrettini M.",2.37,1.57,34,8,1,0,0,1,0,0,0,68.4210526315789,60,50,1,0.8,1,0.8,3.52636052461616,2.07944154167984
"2020-09-20","Djokovic N.","Ruud C.","Djokovic N.",1,34,1.16,5,"Clay",0,600,"Djokovic N.",5,1.16,34,1,0,0,0,1,0,0,1,81.4516129032258,82.5958702064897,50,1,0.8,1,1,3.52636052461616,0
"2020-09-24","Fognini F.","Ruud C.","Ruud C.",15,30,2.62,1.44,"Clay",0,90,"Fognini F.",1.44,2.62,30,15,1,1,0,1,0,0,1,57.6802507836991,52.3715415019763,50,0,0.8,1,0.2,3.40119738166216,2.70805020110221
"2020-09-25","Ruud C.","Humbert U.","Ruud C.",30,41,1.36,3,"Clay",0,180,"Humbert U.",1.36,3,30,41,1,1,0,1,0,0,1,50,50.9803921568627,0,1,0.8,1,0.8,3.40119738166216,3.71357206670431
"2020-09-26","Rublev A.","Ruud C.","Rublev A.",14,30,1.44,2.62,"Clay",0,300,"Rublev A.",2.62,1.44,30,14,0,0,0,1,0,0,1,54.2857142857143,54.8611111111111,0,1,0.8,1,0.8,3.40119738166216,2.63905732961526
"2020-09-28","Sugita Y.","Ruud C.","Ruud C.",94,25,15,1.03,"Clay",1,90,"Sugita Y.",1.03,15,25,94,1,1,0,1,0,0,1,26.6666666666667,23.5294117647059,50,0,0.6,0,0.4,3.2188758248682,4.54329478227
"2020-09-30","Ruud C.","Paul T.","Ruud C.",25,58,1.2,4.5,"Clay",1,90,"Paul T.",1.2,4.5,25,58,1,1,0,1,0,0,1,50,37.5,50,1,0.6,1,0.4,3.2188758248682,4.06044301054642
"2020-10-02","Ruud C.","Thiem D.","Thiem D.",25,3,5.5,1.14,"Clay",1,180,"Thiem D.",5.5,1.14,25,3,0,0,0,1,0,0,1,74.2690058479532,75.2808988764045,50,1,0.8,1,1,3.2188758248682,1.09861228866811
"2020-10-15","Hanfmann Y.","Ruud C.","Hanfmann Y.",101,25,3,1.36,"Clay",0,45,"Hanfmann Y.",1.36,3,25,101,0,1,0,1,0,0,0,54.1666666666667,53.8461538461538,50,0,0.6,1,0.6,3.2188758248682,4.61512051684126
"2020-10-28","Sinner J.","Ruud C.","Sinner J.",43,27,1.22,4,"Hard Indoor",0,90,"Sinner J.",4,1.22,27,43,0,0,0,0,1,0,1,56.25,50,50,0,0.4,0,0.6,3.29583686600433,3.76120011569356
"2020-11-02","Humbert U.","Ruud C.","Humbert U.",34,27,1.33,3.25,"Hard Indoor",0,90,"Humbert U.",3.25,1.33,27,34,0,0,0,0,1,0,1,58.3333333333333,54.2372881355932,50,0,0.4,1,1,3.29583686600433,3.52636052461616
"2021-02-03","Ruud C.","Vesely J.","Vesely J.",27,69,1.72,2,"Hard Outdoor",0,45,"Vesely J.",1.72,2,27,69,0,1,0,0,0,1,0,47.0588235294118,49.1891891891892,50,0,0.2,1,0.4,3.29583686600433,4.23410650459726
"2021-02-11","Ruud C.","Paul T.","Ruud C.",28,53,1.72,2.1,"Hard Outdoor",1,90,"Paul T.",1.72,2.1,28,53,1,1,0,0,0,1,1,51.2820512820513,40,100,0,0,1,0.6,3.3322045101752,3.97029191355212
"2021-02-13","Albot R.","Ruud C.","Ruud C.",85,28,3.4,1.33,"Hard Outdoor",1,180,"Albot R.",1.33,3.4,28,85,1,1,0,0,0,1,1,34.4827586206897,38.7096774193548,100,1,0.2,1,0.4,3.3322045101752,4.44265125649032
"2021-03-17","Galan D.E.","Ruud C.","Ruud C.",112,25,4,1.25,"Hard Outdoor",0,90,"Galan D.E.",1.25,4,25,112,1,1,0,0,0,1,1,20,41.6666666666667,100,1,0.4,0,0.2,3.2188758248682,4.71849887129509
"2021-03-18","Ruud C.","Griekspoor T.","Ruud C.",25,154,1.36,3.2,"Hard Outdoor",0,90,"Griekspoor T.",1.36,3.2,25,154,1,1,0,0,0,1,1,50,40,50,1,0.6,1,0.4,3.2188758248682,5.03695260241363
"2021-04-08","Mager G.","Ruud C.","Ruud C.",91,26,2.5,1.53,"Hard Outdoor",0,45,"Mager G.",1.53,2.5,26,91,1,1,0,0,0,1,1,42.8571428571429,52.6315789473684,0,1,0.8,1,0.4,3.25809653802148,4.51085950651685
"2021-04-09","Alcaraz C.","Ruud C.","Alcaraz C.",133,26,2.75,1.44,"Hard Outdoor",0,90,"Alcaraz C.",1.44,2.75,26,133,0,1,0,0,0,1,0,50,50,50,1,1,1,0.4,3.25809653802148,4.89034912822175
"2021-04-13","Rune H.","Ruud C.","Ruud C.",322,27,5,1.16,"Clay",0,90,"Rune H.",1.16,5,27,322,1,1,0,1,0,0,1,0,0,50,0,0.8,0,0,3.29583686600433,5.77455154554441
"2021-04-14","Schwartzman D.","Ruud C.","Ruud C.",9,27,1.53,2.5,"Clay",0,90,"Schwartzman D.",2.5,1.53,27,9,1,0,0,1,0,0,0,58.8235294117647,54.5064377682403,0,1,0.8,0,0.6,3.29583686600433,2.19722457733622
"2021-04-15","Carreno Busta P.","Ruud C.","Ruud C.",12,27,1.9,1.9,"Clay",0,180,"Carreno Busta P.",1.9,1.9,27,12,1,1,0,1,0,0,1,62.5,58.9189189189189,50,1,0.8,1,1,3.29583686600433,2.484906649788
"2021-04-16","Fognini F.","Ruud C.","Ruud C.",18,27,2.1,1.72,"Clay",0,360,"Fognini F.",1.72,2.1,27,18,1,1,0,1,0,0,1,57.7160493827161,52.3255813953488,100,1,0.8,1,0.6,3.29583686600433,2.89037175789616
"2021-04-17","Rublev A.","Ruud C.","Rublev A.",8,27,1.33,3.4,"Clay",0,600,"Rublev A.",3.4,1.33,27,8,0,0,0,1,0,0,1,62.2222222222222,59.8870056497175,0,1,0.8,1,0.8,3.29583686600433,2.07944154167984
"2021-04-28","Ruud C.","Cuevas P.","Ruud C.",24,85,1.16,5,"Clay",0,45,"Cuevas P.",1.16,5,24,85,1,1,0,1,0,0,1,55.6561085972851,51.2903225806452,100,0,0.8,1,0.6,3.17805383034795,4.44265125649032
"2021-05-01","Millman J.","Ruud C.","Ruud C.",40,24,6,1.12,"Clay",0,90,"Millman J.",1.12,6,24,40,1,1,0,1,0,0,1,41.1764705882353,44.2176870748299,50,1,0.8,1,0.6,3.17805383034795,3.68887945411394
"2021-05-01","Ruud C.","Basilashvili N.","Basilashvili N.",24,35,1.28,3.75,"Clay",0,150,"Basilashvili N.",1.28,3.75,24,35,0,1,0,1,0,0,0,50.7936507936508,48.5380116959064,50,1,0.8,1,0.6,3.17805383034795,3.55534806148941
"2021-05-04","Ruud C.","Auger-Aliassime F.","Ruud C.",22,20,2,1.8,"Clay",0,90,"Auger-Aliassime F.",2,1.8,22,20,1,0,0,1,0,0,0,50,56.1904761904762,0,0,0.6,0,0.4,3.09104245335832,2.99573227355399
